namecode,gnisid,town,geoclass,income_to_afford_02001,income_to_afford_02002,income_to_afford_02003,income_to_afford_02004,income_to_afford_11999,income_to_afford_12000,income_to_afford_12001,income_to_afford_12002,income_to_afford_12003,income_to_afford_12004,income_to_afford_21999,income_to_afford_22000,income_to_afford_22001,income_to_afford_22002,income_to_afford_22003,income_to_afford_22004,income_to_afford_32000,income_to_afford_32001,income_to_afford_32002,income_to_afford_32003,income_to_afford_32004,income_to_afford_42001,income_to_afford_42002,income_to_afford_42003,income_to_afford_42004,income_to_afford_02005,income_to_afford_12005,income_to_afford_22005,income_to_afford_32005,income_to_afford_42005,income_to_afford_02006,income_to_afford_12006,income_to_afford_22006,income_to_afford_32006,income_to_afford_42006,income_to_afford_02008,income_to_afford_12008,income_to_afford_22008,income_to_afford_32008,income_to_afford_42008,income_to_afford_02009,income_to_afford_12009,income_to_afford_22009,income_to_afford_32009,income_to_afford_42009,income_to_afford_02010,income_to_afford_12010,income_to_afford_22010,income_to_afford_32010,income_to_afford_42010,income_to_afford_02011,income_to_afford_12011,income_to_afford_22011,income_to_afford_32011,income_to_afford_42011,income_to_afford_02012,income_to_afford_12012,income_to_afford_22012,income_to_afford_32012,income_to_afford_42012,income_to_afford_02013,income_to_afford_12013,income_to_afford_22013,income_to_afford_32013,income_to_afford_42013,avg_wage1978,avg_wage1979,avg_wage1980,avg_wage1981,avg_wage1982,avg_wage1983,avg_wage1984,avg_wage1985,avg_wage1986,avg_wage1987,avg_wage1988,avg_wage1989,avg_wage1990,avg_wage1991,avg_wage1992,avg_wage1993,avg_wage1994,avg_wage1995,avg_wage1996,avg_wage1997,avg_wage1998,avg_wage1999,avg_wage2000,avg_wage2001,avg_wage2002,avg_wage2003,avg_wage2004,avg_wage2005,avg_wage2006,avg_wage2007,avg_wage2008,avg_wage2009,avg_wage2010,unemployment_rate1990,unemployment_rate1991,unemployment_rate1992,unemployment_rate1993,unemployment_rate1994,unemployment_rate1995,unemployment_rate1996,unemployment_rate1997,unemployment_rate1998,unemployment_rate1999,unemployment_rate2000,unemployment_rate2001,unemployment_rate2002,unemployment_rate2003,unemployment_rate2004,unemployment_rate2005,unemployment_rate2006,unemployment_rate2007,unemployment_rate2008,unemployment_rate2009,unemployment_rate2010,unemployment_rate2011,unemployment_rate2012
9055,1462111,Guildhall,t,14760,15160,15360,17600,15480,15800,17800,18320,18560,19760,19200,19560,22000,22600,22920,24000,24640,27680,28520,28920,30600,31800,32680,33160,35880,18360,20600,25040,31920,37440,19280,21680,26320,33560,39360,20480,23000,27960,35640,41800,22400,25160,30560,38960,45680,22560,25320,30760,39200,46000,24200,27160,33000,42080,49320,21360,23960,29120,37120,43520,23080,25440,30160,37560,48280,6885,8083,8962,7846,7761,7874,8293,8545,9253,11616,12739,14411,13523,14125,16400,17637,17870,19308,19370,18953,19180,18750,19377,19813,20010,19396,18888,23949,26531,23196,26203,29868,30385,6.1,12,5.3,4.2,5.1,3.7,4,3.9,2.4,1.2,2.5,4,3,3.6,5.6,3.6,4,5.5,4.3,9.7,6.8,7.8,6.1
9060,1462133,Lemington,t,14760,15160,15360,17600,15480,15800,17800,18320,18560,19760,19200,19560,22000,22600,22920,24000,24640,27680,28520,28920,30600,31800,32680,33160,35880,18360,20600,25040,31920,37440,19280,21680,26320,33560,39360,20480,23000,27960,35640,41800,22400,25160,30560,38960,45680,22560,25320,30760,39200,46000,24200,27160,33000,42080,49320,21360,23960,29120,37120,43520,23080,25440,30160,37560,48280,6372,7310,7202,7616,7918,8001,8772,9638,9959,11253,12080,12288,13554,13238,13969,14594,15307,15386,16037,16388,16578,17332,18404,18905,19587,20832,20952,20852,22353,24291,23403,24133,24781,6.1,8.9,12.8,9.6,7.7,7.9,9.3,6.9,5.6,4.1,4.3,6.2,6.4,5.6,5.2,4.3,4.2,4.6,5.2,8.3,9.7,8,6.9
9065,1462134,Lewis,t,14760,15160,15360,17600,15480,15800,17800,18320,18560,19760,19200,19560,22000,22600,22920,24000,24640,27680,28520,28920,30600,31800,32680,33160,35880,18360,20600,25040,31920,37440,19280,21680,26320,33560,39360,20480,23000,27960,35640,41800,22400,25160,30560,38960,45680,22560,25320,30760,39200,46000,24200,27160,33000,42080,49320,21360,23960,29120,37120,43520,23080,25440,30160,37560,48280,11644,11745,12691,11993,15479,17854,21763,20748,22520,25696,22033,21516,25433,21656,21282,19633,21606,20842,19294,20766,22396,25164,26108,27428,28269,28909,30983,31245,28427,29734,28859,29806,28721,9.9,13.8,12.7,11.3,11.2,11.7,12.2,7.3,5.7,4.5,3.7,4.7,6.2,6.2,5.7,5.4,6.2,6.1,6.4,9.8,10.1,10,8.8
9070,1462139,Lunenburg,t,14760,15160,15360,17600,15480,15800,17800,18320,18560,19760,19200,19560,22000,22600,22920,24000,24640,27680,28520,28920,30600,31800,32680,33160,35880,18360,20600,25040,31920,37440,19280,21680,26320,33560,39360,20480,23000,27960,35640,41800,22400,25160,30560,38960,45680,22560,25320,30760,39200,46000,24200,27160,33000,42080,49320,21360,23960,29120,37120,43520,23080,25440,30160,37560,48280,4167,5088,5641,6127,7025,7899,7335,7555,6030,7678,10313,14016,14107,13780,14451,14032,15478,15446,15246,14203,15878,12080,11585,14960,22885,22938,22823,21723,24433,19727,19620,18216,20303,6.5,9.9,13.9,12.9,4.7,8.3,11.7,6.6,6.4,7.3,4,3.3,4.8,2.6,2.5,1.7,3.3,4,5,11.9,9,6.1,6.8
9075,1462141,Maidstone,t,14760,15160,15360,17600,15480,15800,17800,18320,18560,19760,19200,19560,22000,22600,22920,24000,24640,27680,28520,28920,30600,31800,32680,33160,35880,18360,20600,25040,31920,37440,19280,21680,26320,33560,39360,20480,23000,27960,35640,41800,22400,25160,30560,38960,45680,22560,25320,30760,39200,46000,24200,27160,33000,42080,49320,21360,23960,29120,37120,43520,23080,25440,30160,37560,48280,6881,7553,6088,9027,10096,10398,11276,13469,12656,14518,15970,18560,17004,16874,17149,17147,19205,19197,19079,19865,20372,21632,22462,23922,26530,29088,30860,33380,34394,32859,38506,34768,36445,1.7,2.5,1.4,0.8,1,1.1,1.3,1.3,1.3,1,1.8,2.2,2.1,2.4,2.2,4.8,8.7,7.6,7.7,6.1,6.1,4.9,4.3
9080,1462165,Norton,t,14760,15160,15360,17600,15480,15800,17800,18320,18560,19760,19200,19560,22000,22600,22920,24000,24640,27680,28520,28920,30600,31800,32680,33160,35880,18360,20600,25040,31920,37440,19280,21680,26320,33560,39360,20480,23000,27960,35640,41800,22400,25160,30560,38960,45680,22560,25320,30760,39200,46000,24200,27160,33000,42080,49320,21360,23960,29120,37120,43520,23080,25440,30160,37560,48280,5188,5790,5226,4986,7285,7924,9074,8950,9265,9359,10345,12574,11946,11994,12468,11716,12282,13097,14034,14342,15478,15545,15910,19167,16681,17282,16666,19924,22157,23087,23007,23400,24637,3.2,4.3,4.4,4.2,2.1,3,2.7,1.9,2.5,1.6,2.4,3.1,3.2,2.8,2.7,3.2,3.4,2.5,3.3,4.6,4.3,4.8,4.2
9085,1462236,Victory,t,14760,15160,15360,17600,15480,15800,17800,18320,18560,19760,19200,19560,22000,22600,22920,24000,24640,27680,28520,28920,30600,31800,32680,33160,35880,18360,20600,25040,31920,37440,19280,21680,26320,33560,39360,20480,23000,27960,35640,41800,22400,25160,30560,38960,45680,22560,25320,30760,39200,46000,24200,27160,33000,42080,49320,21360,23960,29120,37120,43520,23080,25440,30160,37560,48280,8622,9432,9087,10505,10176,11458,11975,12377,14539,16715,14763,15056,14037,14368,15113,15836,15111,15989,16143,17417,18704,18687,19914,19441,19718,19027,18369,20912,20962,20478,19225,17054,15890,7,10.5,12.9,7.6,8.5,5.4,5.2,6.8,4.2,2.5,4,5.1,5.1,5.2,10.6,6.4,6.2,8.4,9.9,15.9,10.9,6.7,5.5
9090,1460374,Warner's Grant,t,14760,15160,15360,17600,15480,15800,17800,18320,18560,19760,19200,19560,22000,22600,22920,24000,24640,27680,28520,28920,30600,31800,32680,33160,35880,18360,20600,25040,31920,37440,19280,21680,26320,33560,39360,20480,23000,27960,35640,41800,22400,25160,30560,38960,45680,22560,25320,30760,39200,46000,24200,27160,33000,42080,49320,21360,23960,29120,37120,43520,23080,25440,30160,37560,48280,7206,8168,8258,9057,9445,10191,10566,11065,11743,12453,12984,13579,14067,14248,15697,16380,17056,17678,18050,18068,18159,18770,19003,20672,21132,22074,24890,25570,25895,26809,27301,27966,30196,9.4,12.8,12.8,9.4,8.9,8,9,7.6,5.8,5.2,3.9,5.4,6.9,6.6,5.4,4.9,5.2,5.4,5.9,9.3,9,7.6,7.9
9095,1462276,Warrne's Gore,t,14760,15160,15360,17600,15480,15800,17800,18320,18560,19760,19200,19560,22000,22600,22920,24000,24640,27680,28520,28920,30600,31800,32680,33160,35880,18360,20600,25040,31920,37440,19280,21680,26320,33560,39360,20480,23000,27960,35640,41800,22400,25160,30560,38960,45680,22560,25320,30760,39200,46000,24200,27160,33000,42080,49320,21360,23960,29120,37120,43520,23080,25440,30160,37560,48280,11283,12173,13009,14336,15076,16175,16602,17270,18266,19032,20227,21288,22368,23052,24404,25044,25181,25363,26536,27470,28171,28838,30624,32282,34072,35282,37343,38167,39696,42199,43823,43224,43346,3.9,5.3,4.6,3.5,2.5,2.2,2.1,2,1.6,1.5,1.9,2.1,2.3,2.4,2.2,2.1,2.1,2.5,2.8,4.3,4.2,4,3.4
11010,1462031,Bakersfield,t,17760,18280,18520,22800,15640,15960,20120,20720,21000,25200,19200,19560,24640,25360,25720,31680,24800,31280,32200,32640,40520,35960,37000,37520,45360,23840,26400,33120,42400,47520,28320,31320,39320,50320,56440,29160,32280,40520,51880,58160,31920,35320,44320,56720,63600,32160,35560,44640,57120,64040,34480,38160,47880,61280,68720,32360,35840,44960,57560,64520,36080,39200,51200,64160,75240,12619,12078,12537,13253,13468,13412,14796,15575,16471,18133,19060,18507,18704,20377,20010,19755,19566,20238,22038,23160,24509,26241,28385,29948,30260,30038,30519,31852,33280,33718,35223,33877,35642,2.9,4.1,3.1,2.6,1.8,1.5,1.5,1.6,0.9,1,1.9,2.1,2,2.4,2.3,2,1.8,2.2,2.7,4.4,4.6,3.6,3.3
11015,1462041,Berkshire,t,17760,18280,18520,22800,15640,15960,20120,20720,21000,25200,19200,19560,24640,25360,25720,31680,24800,31280,32200,32640,40520,35960,37000,37520,45360,23840,26400,33120,42400,47520,28320,31320,39320,50320,56440,29160,32280,40520,51880,58160,31920,35320,44320,56720,63600,32160,35560,44640,57120,64040,34480,38160,47880,61280,68720,32360,35840,44960,57560,64520,36080,39200,51200,64160,75240,10977,13599,14207,15901,17847,16739,17575,15607,20486,20634,19269,20578,19736,20545,22798,23180,23422,24352,23887,24470,25530,26504,27557,28631,29747,30977,32344,34391,35540,35775,36838,37240,38849,6.8,7.7,7.4,6.9,5.5,5.2,5,4.5,3.4,3.5,3,3.5,4,4.8,4,4,4.3,4.1,4.3,5.2,4.9,4.1,3.5
11020,1462090,Enosburg,t,17760,18280,18520,22800,15640,15960,20120,20720,21000,25200,19200,19560,24640,25360,25720,31680,24800,31280,32200,32640,40520,35960,37000,37520,45360,23840,26400,33120,42400,47520,28320,31320,39320,50320,56440,29160,32280,40520,51880,58160,31920,35320,44320,56720,63600,32160,35560,44640,57120,64040,34480,38160,47880,61280,68720,32360,35840,44960,57560,64520,36080,39200,51200,64160,75240,10037,10397,11341,12753,14008,14017,14962,16706,18175,17077,18401,19940,21107,22647,23987,23024,22669,22392,22972,24871,24545,24174,24356,28235,28432,29803,31830,32868,34490,36561,39166,38591,40977,3.7,5.1,4.1,3.5,2.8,3.6,3.2,2.9,2.2,2.1,2.2,2.8,3.8,4.4,3.3,3.1,3.6,3.3,3.8,6,5.3,4.8,4.5
11025,1462092,Fairfax,t,19960,20480,20840,23160,20760,21160,24400,25080,25520,25600,27680,28240,32600,33440,34000,32400,38480,44440,45600,46360,41600,53640,55040,56000,50880,23840,26400,33120,42400,47520,28320,31320,39320,50320,56440,29160,32280,40520,51880,58160,31920,35320,44320,56720,63600,32160,35560,44640,57120,64040,34480,38160,47880,61280,68720,32360,35840,44960,57560,64520,36080,39200,51200,64160,75240,,,,,,,6251,7384,8539,8551,10088,10282,10366,11724,,,,,16799,17441,15517,17014,15799,15689,15461,16169,18630,20743,24130,25209,24968,25820,25372,0.9,1.3,2,1.9,1.2,1.6,1.9,1.5,1.9,2.2,2.8,2.7,3.4,4.1,3.7,5.9,8.5,7.3,8.5,5,5.4,3.1,3
11030,1462093,Fairfield,t,17760,18280,18520,22800,15640,15960,20120,20720,21000,25200,19200,19560,24640,25360,25720,31680,24800,31280,32200,32640,40520,35960,37000,37520,45360,23840,26400,33120,42400,47520,28320,31320,39320,50320,56440,29160,32280,40520,51880,58160,31920,35320,44320,56720,63600,32160,35560,44640,57120,64040,34480,38160,47880,61280,68720,32360,35840,44960,57560,64520,36080,39200,51200,64160,75240,5475,4028,5188,6218,,5353,8246,6650,7171,7721,8014,7628,6188,,,10094,9389,8155,8447,7905,8684,12140,14759,16633,19231,13803,12233,17066,15151,16769,18632,16412,17608,0.7,0.7,0.7,1.4,0.4,0.8,0.4,0.7,0.8,0.8,1.9,2.1,2.3,2.8,2.8,2.2,2,2.2,2.5,2.8,2.6,2.5,1.9
11035,1462099,Fletcher,t,17760,18280,18520,22800,15640,15960,20120,20720,21000,25200,19200,19560,24640,25360,25720,31680,24800,31280,32200,32640,40520,35960,37000,37520,45360,23840,26400,33120,42400,47520,28320,31320,39320,50320,56440,29160,32280,40520,51880,58160,31920,35320,44320,56720,63600,32160,35560,44640,57120,64040,34480,38160,47880,61280,68720,32360,35840,44960,57560,64520,36080,39200,51200,64160,75240,7251,7399,8205,9258,8988,10169,12123,12227,13195,16245,17383,20340,19378,19002,19965,21700,20856,22679,23979,23880,25332,25306,27351,28170,27394,29803,33650,34712,37768,38740,31752,30730,29452,5.2,7.2,7.6,5.3,4.1,3.2,3.1,3.3,2.6,2.4,2.1,2.8,3.2,3.2,2.5,2.6,3.1,3.4,3.4,6.2,4.4,4.2,3.8
11040,1462100,Franklin,t,17760,18280,18520,22800,15640,15960,20120,20720,21000,25200,19200,19560,24640,25360,25720,31680,24800,31280,32200,32640,40520,35960,37000,37520,45360,23840,26400,33120,42400,47520,28320,31320,39320,50320,56440,29160,32280,40520,51880,58160,31920,35320,44320,56720,63600,32160,35560,44640,57120,64040,34480,38160,47880,61280,68720,32360,35840,44960,57560,64520,36080,39200,51200,64160,75240,8821,9319,10529,12210,12049,13112,13048,13351,13942,15044,16233,18180,20681,22071,19826,21556,18306,19159,22945,22434,22754,23821,25237,27317,27555,28351,30277,30508,33763,31661,33063,33914,34165,6.8,9.6,8.6,6.9,6.6,5.5,6,4.9,4.7,4.3,3.1,3.9,4.3,5,4.2,3.9,3.9,4.5,5.4,7.3,6.6,6.2,5.7
11045,1462101,Georgia,t,19960,20480,20840,23160,20760,21160,24400,25080,25520,25600,27680,28240,32600,33440,34000,32400,38480,44440,45600,46360,41600,53640,55040,56000,50880,23840,26400,33120,42400,47520,28320,31320,39320,50320,56440,29160,32280,40520,51880,58160,31920,35320,44320,56720,63600,32160,35560,44640,57120,64040,34480,38160,47880,61280,68720,32360,35840,44960,57560,64520,36080,39200,51200,64160,75240,,,,,,,,,,,,,,,,,,,,,15619,18923,18665,18670,18469,17758,,20146,25417,32458,34706,51235,38247,1.7,2.6,1.9,1.8,0.9,0.9,0.5,0.9,0.8,1.9,4.5,6.4,9.6,16.8,11.9,8,2,2.4,3.6,3.8,2.6,3.4,3
11050,1462118,Highgate,t,17760,18280,18520,22800,15640,15960,20120,20720,21000,25200,19200,19560,24640,25360,25720,31680,24800,31280,32200,32640,40520,35960,37000,37520,45360,23840,26400,33120,42400,47520,28320,31320,39320,50320,56440,29160,32280,40520,51880,58160,31920,35320,44320,56720,63600,32160,35560,44640,57120,64040,34480,38160,47880,61280,68720,32360,35840,44960,57560,64520,36080,39200,51200,64160,75240,6396,7319,7991,8877,10112,9696,8905,14312,11257,11745,11651,12973,14844,14060,15057,16118,14804,16511,19696,18708,19211,21695,21600,23271,24066,25498,26244,26104,25750,26329,29018,29128,28652,9,11.3,13,11.5,9.3,10.4,8.9,8,6.5,5.4,3.6,4.4,5.6,6.4,4.9,4.1,5.6,5.9,6.2,8.6,8.9,7.8,7.2
11055,1462151,Montgomery,t,17760,18280,18520,22800,15640,15960,20120,20720,21000,25200,19200,19560,24640,25360,25720,31680,24800,31280,32200,32640,40520,35960,37000,37520,45360,23840,26400,33120,42400,47520,28320,31320,39320,50320,56440,29160,32280,40520,51880,58160,31920,35320,44320,56720,63600,32160,35560,44640,57120,64040,34480,38160,47880,61280,68720,32360,35840,44960,57560,64520,36080,39200,51200,64160,75240,7214,7592,7612,6183,7014,7147,8073,7344,8085,9556,10537,11428,11207,11070,11868,12793,14554,14398,15131,15482,16941,16953,16571,16857,19489,18514,17293,18524,20042,21400,22218,23225,23586,8.4,14.4,15.8,14.9,13.9,11.8,10.5,11,7.4,6.5,8.5,6.9,7.9,8.9,7.4,9.2,11.5,9.1,9.7,12.2,10.5,12.6,11.1
11060,1462185,Richford,t,17760,18280,18520,22800,15640,15960,20120,20720,21000,25200,19200,19560,24640,25360,25720,31680,24800,31280,32200,32640,40520,35960,37000,37520,45360,23840,26400,33120,42400,47520,28320,31320,39320,50320,56440,29160,32280,40520,51880,58160,31920,35320,44320,56720,63600,32160,35560,44640,57120,64040,34480,38160,47880,61280,68720,32360,35840,44960,57560,64520,36080,39200,51200,64160,75240,7083,6734,7362,7685,8750,9384,9534,9958,10695,11572,12242,11861,12621,13131,13068,13850,14963,14126,17149,18755,19190,19951,20499,20742,20223,22211,23147,25707,27316,29288,29427,28276,30057,5.9,6.8,7.4,3.3,4.2,3.7,4.5,4.1,4.3,3,3.2,3.8,3.4,3.1,3.4,3.8,3.6,4.5,4,5.8,5.7,6.7,5.8
11065,1462196,St. Albans City,t,19960,20480,20840,23160,20760,21160,24400,25080,25520,25600,27680,28240,32600,33440,34000,32400,38480,44440,45600,46360,41600,53640,55040,56000,50880,23840,26400,33120,42400,47520,28320,31320,39320,50320,56440,29160,32280,40520,51880,58160,31920,35320,44320,56720,63600,32160,35560,44640,57120,64040,34480,38160,47880,61280,68720,32360,35840,44960,57560,64520,36080,39200,51200,64160,75240,6068,10428,10222,8441,9690,11071,11321,10642,12676,12371,11259,12593,12437,13229,13550,13977,13784,13831,13765,14104,15313,16371,17230,17288,18431,18186,19875,20790,21233,20941,22261,24227,23324,3.6,3.4,4.5,5.5,5.1,3.9,3.1,3.6,4.3,3.1,6.8,8.6,10.8,13.1,10.7,6.9,4.3,4.9,5.1,6.3,5.8,5.2,5.8
11070,1462197,St. Albans Town,t,19960,20480,20840,23160,20760,21160,24400,25080,25520,25600,27680,28240,32600,33440,34000,32400,38480,44440,45600,46360,41600,53640,55040,56000,50880,23840,26400,33120,42400,47520,28320,31320,39320,50320,56440,29160,32280,40520,51880,58160,31920,35320,44320,56720,63600,32160,35560,44640,57120,64040,34480,38160,47880,61280,68720,32360,35840,44960,57560,64520,36080,39200,51200,64160,75240,10316,9784,10544,10761,11882,13432,14241,15279,17282,18617,21611,17364,17908,18459,17947,20112,19365,20313,20779,21981,23074,25593,26052,26873,27669,28606,29279,30407,32209,32077,33441,33136,34840,2.8,4.2,3.7,2.8,2,1.8,1.7,1.8,1.4,1.4,1.9,2.6,3,3.5,2.8,2.6,2.8,3,3.5,5.2,4.2,3.8,3.5
11075,1462207,Sheldon,t,17760,18280,18520,22800,15640,15960,20120,20720,21000,25200,19200,19560,24640,25360,25720,31680,24800,31280,32200,32640,40520,35960,37000,37520,45360,23840,26400,33120,42400,47520,28320,31320,39320,50320,56440,29160,32280,40520,51880,58160,31920,35320,44320,56720,63600,32160,35560,44640,57120,64040,34480,38160,47880,61280,68720,32360,35840,44960,57560,64520,36080,39200,51200,64160,75240,9775,10647,11467,12565,13523,14665,14234,14881,15342,15430,15635,16374,17503,18992,20028,19700,20429,20635,20689,20756,22458,22137,23542,23409,26042,27434,29234,30415,31027,31377,33603,35728,35393,7.9,9,8.6,6.9,6.5,6.4,8,6.5,5.8,5.7,3.4,4,4.9,5.6,5,4.6,5,5.6,6,8.3,8.3,7,5.9
11080,1462225,Swanton,t,19960,20480,20840,23160,20760,21160,24400,25080,25520,25600,27680,28240,32600,33440,34000,32400,38480,44440,45600,46360,41600,53640,55040,56000,50880,23840,26400,33120,42400,47520,28320,31320,39320,50320,56440,29160,32280,40520,51880,58160,31920,35320,44320,56720,63600,32160,35560,44640,57120,64040,34480,38160,47880,61280,68720,32360,35840,44960,57560,64520,36080,39200,51200,64160,75240,8525,8618,9581,10536,11694,11894,13827,13579,14085,14382,15559,15378,15741,16490,16823,16460,16741,16258,17037,18176,17978,18642,19935,20340,21000,21816,22726,24921,23332,25106,22267,21666,22713,9.9,13.9,14.4,11.1,11.2,14.4,13.9,11.5,9.2,13.6,5.6,6,6.9,8,7.7,7,7.3,8.2,9.3,13.1,13.6,16.1,11.9
13005,1462025,Alburg,t,15280,15760,16000,22800,15480,15800,18400,18920,19200,25200,19200,19560,22800,23440,23760,31680,24640,28680,29520,29920,40520,32960,33880,34360,45360,23840,26400,33120,42400,47520,28320,31320,39320,50320,56440,29160,32280,40520,51880,58160,31920,35320,44320,56720,63600,32160,35560,44640,57120,64040,34480,38160,47880,61280,68720,32360,35840,44960,57560,64520,36080,39200,51200,64160,75240,,,,,10785,9894,11766,11280,10777,10700,11119,,,15452,13001,12641,,,,,,,,,,,,,,,,,,1.1,1.2,1.1,1.1,1.1,1,1,0.9,0.9,2.3,6.2,9.8,14.8,19.2,15.7,9.5,4.1,4.7,3.8,4.3,3.2,2.2,2.3
13010,1462107,Grand Isle,t,19960,20480,20840,23160,20760,21160,24400,25080,25520,25600,27680,28240,32600,33440,34000,32400,38480,44440,45600,46360,41600,53640,55040,56000,50880,23840,26400,33120,42400,47520,28320,31320,39320,50320,56440,29160,32280,40520,51880,58160,31920,35320,44320,56720,63600,32160,35560,44640,57120,64040,34480,38160,47880,61280,68720,32360,35840,44960,57560,64520,36080,39200,51200,64160,75240,5132,5887,6381,6263,7290,8186,7204,6414,10874,13129,13346,9151,10784,12084,23992,26370,21480,20207,23891,21615,21671,26267,27752,27553,29237,34352,29039,29344,32640,26808,25830,25174,28640,1.1,1.2,3.3,1.1,0,1,0,0,0,0,2,5.7,2,3.9,3.9,5.8,3.8,3.9,3.9,6.1,5.9,3.6,5.4
13015,1462125,Isle La Motte,t,15280,15760,16000,22800,15480,15800,18400,18920,19200,25200,19200,19560,22800,23440,23760,31680,24640,28680,29520,29920,40520,32960,33880,34360,45360,23840,26400,33120,42400,47520,28320,31320,39320,50320,56440,29160,32280,40520,51880,58160,31920,35320,44320,56720,63600,32160,35560,44640,57120,64040,34480,38160,47880,61280,68720,32360,35840,44960,57560,64520,36080,39200,51200,64160,75240,7593,7017,8385,8189,8732,9544,9614,9267,10436,12245,13218,13656,14876,18653,18809,17887,18917,21897,19365,19526,19021,17939,18060,23037,23799,26113,25236,26122,31940,32027,32540,21870,22114,4.4,6.3,5.4,5.9,5.1,3.9,4.7,4,5.1,3.9,2.2,2.8,3.4,3.4,2.9,2.5,2,3,3.1,6.4,7,4.7,3.9
13020,1462164,North Hero,t,15280,15760,16000,22800,15480,15800,18400,18920,19200,25200,19200,19560,22800,23440,23760,31680,24640,28680,29520,29920,40520,32960,33880,34360,45360,23840,26400,33120,42400,47520,28320,31320,39320,50320,56440,29160,32280,40520,51880,58160,31920,35320,44320,56720,63600,32160,35560,44640,57120,64040,34480,38160,47880,61280,68720,32360,35840,44960,57560,64520,36080,39200,51200,64160,75240,,,,,,,,,,,,,,,,13877,,,,,,,,,,,,,,,,,,0,4.3,2.2,2.2,2.2,2.4,2.5,4.7,4.9,7,2.6,1.3,1.4,1.4,1.4,1.4,1.4,2.7,2.6,6.1,3.8,3.1,1.8
13025,1462213,South Hero,t,19960,20480,20840,23160,20760,21160,24400,25080,25520,25600,27680,28240,32600,33440,34000,32400,38480,44440,45600,46360,41600,53640,55040,56000,50880,23840,26400,33120,42400,47520,28320,31320,39320,50320,56440,29160,32280,40520,51880,58160,31920,35320,44320,56720,63600,32160,35560,44640,57120,64040,34480,38160,47880,61280,68720,32360,35840,44960,57560,64520,36080,39200,51200,64160,75240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,NULL,NULL
15005,1462038,Belvidere,t,14160,14600,14800,17840,18560,18920,19720,20240,20520,21440,22120,22560,23480,24160,24520,24960,30880,32160,33120,33600,34760,36880,37920,38440,43840,18600,22360,26040,36280,45720,19560,23520,27360,38120,48040,20720,24920,29000,40400,50920,22640,27200,31680,44120,55640,22800,27400,31880,44400,56000,24440,29360,34200,47640,60040,27120,32560,37920,52840,66600,26360,31840,39680,57680,69840,5651,5422,6990,6651,7945,8765,9515,10289,8840,8887,9505,10967,11226,11442,12421,12970,12283,12128,13928,16484,17918,20108,20379,23165,22955,20179,21731,21509,21879,23689,25545,27527,28777,3,5.4,8.1,5.3,6.2,3.8,4.1,4,4.4,4.4,2.1,2.4,2.2,2.3,2.4,3.4,6.8,6.9,7.4,6.4,6.2,4.5,5
15010,1462063,Cambridge,t,14160,14600,14800,17840,18560,18920,19720,20240,20520,21440,22120,22560,23480,24160,24520,24960,30880,32160,33120,33600,34760,36880,37920,38440,43840,18600,22360,26040,36280,45720,19560,23520,27360,38120,48040,20720,24920,29000,40400,50920,22640,27200,31680,44120,55640,22800,27400,31880,44400,56000,24440,29360,34200,47640,60040,27120,32560,37920,52840,66600,26360,31840,39680,57680,69840,7823,8693,9328,10003,10333,11616,13027,13800,14809,15852,16231,16606,16030,16445,16343,16690,17660,17176,17500,18992,20197,20425,22441,22792,23994,25567,25709,25634,27949,28768,29143,28867,28521,6.9,11.2,10.3,5.9,6.9,7.7,7.1,5.8,5.3,4.3,2.8,4.1,4,4.1,4.6,3.7,3.6,4.6,4,8,7.4,7.7,6.7
15015,1462088,Eden,t,14160,14600,14800,17840,18560,18920,19720,20240,20520,21440,22120,22560,23480,24160,24520,24960,30880,32160,33120,33600,34760,36880,37920,38440,43840,18600,22360,26040,36280,45720,19560,23520,27360,38120,48040,20720,24920,29000,40400,50920,22640,27200,31680,44120,55640,22800,27400,31880,44400,56000,24440,29360,34200,47640,60040,27120,32560,37920,52840,66600,26360,31840,39680,57680,69840,,,,,,,,14968,16343,17008,16501,15771,15418,15875,15466,12953,12201,10468,9997,10340,10135,10451,11194,12661,13885,14608,18345,19770,19014,19614,21624,21088,21213,12.2,14.2,11.6,11.3,13.6,13.6,17.5,13.4,13.1,13.9,6.6,7.4,7.9,7.6,8.2,7.4,7.5,10.8,10.5,13.6,14.3,9.5,7.4
15020,1462089,Elmore,t,14160,14600,14800,17840,18560,18920,19720,20240,20520,21440,22120,22560,23480,24160,24520,24960,30880,32160,33120,33600,34760,36880,37920,38440,43840,18600,22360,26040,36280,45720,19560,23520,27360,38120,48040,20720,24920,29000,40400,50920,22640,27200,31680,44120,55640,22800,27400,31880,44400,56000,24440,29360,34200,47640,60040,27120,32560,37920,52840,66600,26360,31840,39680,57680,69840,7755,7935,9102,9998,10857,11234,11187,11027,12607,13207,14025,14263,14664,15409,16019,16439,16505,16904,17905,18507,19689,20331,21910,21813,22744,23573,25934,24980,26006,27429,27562,27454,26781,5.5,7.9,9.8,7.1,6.2,5.7,6.1,5.2,4.3,3.8,3.3,3.9,4.5,5,4.3,4.1,4.1,4.6,5.1,8.2,8.1,8.9,6.9
