town,avg_an_wage2001,avg_an_wage2002,avg_an_wage2003,avg_an_wage2004,avg_an_wage2005,avg_an_wage2006,avg_an_wage2007,avg_an_wage2008,avg_an_wage2009,avg_an_wage2010,unemp_rate2003,unemp_rate2004,unemp_rate2005,unemp_rate2006,unemp_rate2007,unemp_rate2008,unemp_rate2009,unemp_rate2010,unemp_rate2011,unemp_rate2012,mun_tax_rate2011,med_val_owner_occ2000,med_val_owner_occ20052009,med_val_owner_occ20072011,med_month_own_cost_percent_hh_income1999,med_month_own_cost_percent_hh_income20052009,med_month_own_cost_percent_hh_income20072011,owner_occ_homes20052009,owner_occ_homes20072011,med_gross_rent2000,med_gross_rent20052009,med_gross_rent20072011,med_gross_rent_perc_inc1999,med_gross_rent_perc_inc20052009,med_gross_rent_perc_inc20072011,avg_commute_2000,total_crime_per_1000,perc_pop_consid_pov2000,perc_und_18_2000,perc_over_65_2000,perc_in_diff_town_5yr_ago,percent_fem,Land_Sq_Miles,med_age2000,pop_dens2000,popn2000,perc_bach_2000,EDUCATION,INCOME,POVERTY,HOUSING,COMMUTE,CRIME,TAXES,EMPLOYMENT,,,,,,,,,,
Westminster,26582,28031,28191,29738,31083,31343,32467,33209,35560,35884,3.1,2.7,2.2,2.3,2.3,2.8,4,4.3,3.5,3.1,0.6071,98100,172700,169300,19.3,23.3,23.4,1022,1092,543,903,690,25.8,31.7,30.4,20.74,67.29,9.91,27.32,10.28,31.99,50.54,46.08,38.5,69.66,3210,11.46,0.46030659,0.657122734,0.494682302,0.501521639,0.768305978,0.749576693,0.378580904,0.755011136,,,,,,,,,,
Westmore,14011,14154,16489,14773,14212,10226,12830,13201,14365,16165,4,2.3,6.6,13.9,13.6,13.8,4.5,2.9,2.5,2,0.3555,89700,178600,217600,20.7,17.1,18.1,102,136,475,1050,1042,41.7,50,,23.45,39.22,16.01,16.67,16.67,38.24,48.26,34.52,45.9,8.86,306,12.42,0.510878154,0,0.078811017,1,0.604172976,0.907480016,0.73363721,1,,,,,,,,,,
Weston,18166,19053,18756,20008,21461,25893,23253,24638,21935,19889,2.9,3.1,2.9,3.3,3.1,3.4,6.4,5.2,6.1,3,0.4188,170200,324400,294600,17.7,20.1,22.1,207,220,653,938,850,24.1,27.8,24.6,35.43,69.84,7.78,18.57,22.54,26.19,46.87,35.09,50.4,17.95,630,16.83,0.743191276,0,0.639896373,0.717635679,0,0.735232073,0.644308656,0.777282851,,,,,,,,,,
Weybridge,20620,24775,26663,29751,28385,30095,30128,30964,31567,31625,2.2,1.7,4.3,8.4,7.3,8.2,4.9,4.9,3.4,3.4,0.4,143200,308500,341300,18.8,21.1,22.7,263,264,563,888,992,19.1,18.5,18.5,17.65,41.26,3.64,25,14.93,30.95,50,17.01,41.3,48.45,824,16.99,0.75161987,0.475322014,0.922143442,0.817185086,0.95545394,0.89600432,0.670839096,0.688195991,,,,,,,,,,
Wheelock,15044,12062,15028,14338,16049,17488,19256,19461,22393,20567,3.1,2.5,6.1,14.2,12.7,14.2,11.1,7.7,2.8,2.1,0.6242,82500,142000,165100,16.7,18.9,21.3,221,231,563,727,774,21.3,28,21.6,20.95,27.38,8.37,25.93,9.66,34.46,50.98,39.56,40.1,15.7,621,10.31,0.399726071,0.003297512,0.599672757,0.837703622,0.755587184,0.974084054,0.354449493,0.977728285,,,,,,,,,,
Whiting,24583,27437,30244,29265,27413,28378,30088,30374,27111,27382,4.4,3.1,3.8,4.9,5.8,7.7,11.2,10.4,10.9,7.4,0.7595,95500,184400,180000,25,19.5,18.5,141,132,588,800,786,27.5,24.1,22.3,27.32,36.84,4.47,23.42,12.37,14.74,45.81,13.68,39.2,27.78,380,6.32,0.189538008,0.294204275,0.865557677,1,0.369783781,0.920868328,0.163515001,0,,,,,,,,,,
Whitingham,24525,22427,23387,24649,23121,26639,27490,29399,32476,35762,3.8,4.2,3.9,3.6,4,5,7.6,6.7,6.7,4.8,0.5321,111200,205200,214300,20.9,23,26,451,460,495,784,889,24.2,17.7,18.1,27.26,57.01,7.86,25.27,12.48,27.73,52.06,37.08,39.1,35.01,1298,8.71,0.315440131,0.651915012,0.634442323,0.611982023,0.373417722,0.807405199,0.484420423,0.376391982,,,,,,,,,,
Williamstown,25689,26352,27820,28744,30750,31574,31875,33801,33604,31860,5.6,4.7,4.7,4.8,5.1,5.6,8.4,7.9,6.7,6.1,0.5604,88200,151000,161800,21.4,23.7,21.5,1044,1178,450,750,756,19.9,32.9,42.3,23.92,93.02,7.97,26.17,9.83,28.47,47.44,40.18,36.4,80.27,3225,5.89,0.166886161,0.485353282,0.626943005,0.354689362,0.575707104,0.604836668,0.444483644,0.086859688,,,,,,,,,,
Williston,34461,34001,34715,35498,36274,38289,39359,40018,40277,41947,2.4,2,2.4,3,3.1,3.4,5.2,4.4,3.8,3.4,0.21,159200,295500,298700,19.4,22.3,21.8,2739,2844,772,892,988,25.5,46.7,41.3,18.54,109.02,1.49,27.53,11.71,40.33,47.92,30.34,38.8,252.15,7650,18.16,0.813253964,0.91592944,1,0.357915472,0.901550481,0.514831212,0.938965877,0.688195991,,,,,,,,,,
Wilmington,19315,20449,21587,23711,24821,25594,28120,27630,27448,27943,3.1,3.1,3,4.6,4.5,5.6,7.9,7.8,8.8,7,0.4413,120100,227400,233300,21.1,23.7,24.6,538,710,588,713,778,25.2,29.1,29.7,19.28,137.98,9.26,21.57,14.11,34.25,49.11,39.44,41.9,56.41,2225,14.43,0.616762366,0.318151259,0.538996455,0.439494202,0.856731876,0.351921335,0.612556801,0,,,,,,,,,,
Windham,18136,17918,19335,24892,22926,27464,27993,30450,27563,28383,2.1,2.1,3.5,4,4,3.4,5.8,5.3,4.2,3.3,0.6266,125000,202700,206000,23.1,24.7,31.3,193,187,550,940,1275,20,35,35.5,24.17,70.12,6.4,19.21,22.26,25.3,46.06,26.07,42.8,12.58,328,14.33,0.611494495,0.336933207,0.733978729,0,0.560565683,0.733656978,0.351062629,0.710467706,,,,,,,,,,
Windsor,26810,28704,29601,30517,32129,33818,36053,37714,38562,39106,3.8,3.3,2.8,2.9,3.6,4.1,6.2,5.9,5.5,4.2,1.1087,86400,147100,167900,19.6,21.7,26.2,803,799,490,754,780,24.6,33.7,33.7,21.38,128.59,7.22,22.18,20.69,41.85,52.29,19.55,40.8,192.14,3756,7.75,0.264868567,0.794657816,0.67807472,0.244771577,0.72954394,0.404743288,0,0.510022272,,,,,,,,,,
Winhall,23829,24884,26386,29807,29346,30810,34975,34719,34410,33175,4.5,5.1,4.2,3.9,4.2,4.4,8.6,8.1,7.1,6.8,0.31,178100,312000,331300,15.5,18.4,24.5,201,228,727,867,938,22.5,29,21.3,18.4,219.37,3.99,17.24,19.8,42.45,48.5,43.67,45.3,16.07,702,27.21,1,0.541485695,0.898281974,0.636723404,0.910029677,0,0.797846519,0,,,,,,,,,,
Winooski,28647,29782,31230,33129,34389,36632,38297,40798,44028,43425,5,4,4.5,4.9,4.9,5.3,8.1,7.3,6,5.1,0.8911,115000,206000,213100,20.1,23.9,23.9,1064,1183,582,935,947,26.7,29.3,31,18.91,201.8,15.13,21.54,13.55,34.43,52.83,1.43,32.9,"4,586.14",6561,12.42,0.510878154,0.97901971,0.138805563,0.455430128,0.879141179,0,0,0.309576837,,,,,,,,,,
Wolcott,20029,19412,22977,24012,23113,25745,27417,28540,28393,28701,5.4,4.5,4.3,4.4,5.4,5.8,8.4,8.1,6.5,6.3,0.466,84700,164900,189200,19.3,24.3,26.6,601,577,537,677,758,27.7,36.1,,28.51,59.75,14.84,28.43,6.87,34.96,44.7,39.03,33.4,37.3,1456,7.07,0.229047042,0.350507433,0.158576493,0.984010994,0.297710617,0.791991765,0.577700319,0.042316258,,,,,,,,,,
Woodbury,22441,24103,21356,21268,18803,20537,22152,20925,23000,22989,3.8,3.3,2.9,3.1,2.9,3.1,4,4.8,4.5,3.9,0.3396,87700,190600,179000,20.5,24.3,23.3,350,380,553,717,675,23.8,40,24.2,32.54,51.92,8.28,23.61,7.05,31.4,47.11,37.77,40,21.42,809,16.19,0.7094769,0.106683599,0.605808563,0.648796254,0.053630913,0.836038185,0.756075188,0.576837416,,,,,,,,,,
Woodford,16909,18921,22609,22154,23913,27334,29383,26572,21925,26451,3.2,2.8,15.6,32.1,25.3,28,16.6,12.1,6.8,4.3,0.0152,91300,143100,151000,17.3,22.9,22.3,103,104,547,964,1100,42.5,31.9,34.5,23.11,157,15.94,21.74,10.63,40.34,50.74,47.46,39.9,8.72,414,6.52,0.20007375,0.254463381,0.083583311,0.479853026,0.624765308,0.244927349,1,0.487750557,,,,,,,,,,
Woodstock,25825,26932,27927,28977,29603,30973,32149,31740,33329,33598,2.7,2.4,2.3,2.2,2.5,3.1,5.4,5,4.6,4.1,0.33,190400,370400,361000,20.4,23.5,23.8,1008,1061,669,1056,1063,27.1,23.5,23.8,20.02,65.28,6.19,20.67,18.84,33.97,51.69,44.53,45.3,72.58,3232,22.83,1,0.559541977,0.748295609,0.625411373,0.81191327,0.760883629,0.769622647,0.532293987,,,,,,,,,,
Worcester,23680,25536,27705,28013,26924,25264,26535,28722,29145,27725,4.1,3.6,3.8,3.8,4.2,5,6.3,5.7,4.9,3.9,0.4636,100200,194200,209100,20.3,19.6,20.8,339,388,571,950,1045,33.8,21.7,23.2,27.61,36.59,8.31,26.39,6.43,26.72,50.51,38.75,38.2,23.28,902,13.53,0.569351525,0.308845657,0.603763294,0.833840546,0.352219732,0.922274663,0.581087184,0.576837416,,,,,,,,,,
